City,State,Population,Gender_Ratio,Tier,Literacy_Rate,Category,Total_Sales,Discount,Assurance_Sales,Holiday_Sales,Summer_Sales,Winter_Sales,Rain_Sales,01-01-2023,01-02-2023,01-03-2023,01-04-2023,01-05-2023,01-06-2023,01-07-2023,01-08-2023,01-09-2023,01-10-2023,01-11-2023,01-12-2023
Puduppatti,TamilNadu,5772804,1034,2,8,Watches,30.63,5.57,7,8.13,7.264699193,11.85458913,11.50671465,3.78,2.05,2.08,4.52,0.03,0.63,3.08,5,2.18,1.24,2.17,3.85
Puduppatti,TamilNadu,5772804,1034,2,8,Home Cleaning & Bathroom Accessories,11.48,0,1.5,3.52,2.724262197,4.445470925,4.315017994,1.27,1.73,0.07,1.06,1.01,0.58,1.08,2.57,0.67,0,0.79,0.65
Puduppatti,TamilNadu,5772804,1034,2,8,Clothing and Accessories,2362.03,60.14,502.5,836.72,560.2899252,914.285187,887.4553674,8.74,178.59,425.99,40.86,5.98,87.45,26.33,493.67,234.3,133.16,630.87,96.09
Puduppatti,TamilNadu,5772804,1034,2,8,Home Furnishing,84.22,25.75,19,16.08,19.97792278,32.60012012,31.64346529,7.4,12.43,1.24,6.8,9,2.94,16.95,7.15,4.14,3.41,6.1,6.68
Puduppatti,TamilNadu,5772804,1034,2,8,Beauty and Grooming,30.63,10.85,6.5,5.88,7.264699193,11.85458913,11.50671465,2.51,2.52,0.99,1.7,1.26,3.31,2.7,3.97,1.97,2.87,2.96,3.85
Puduppatti,TamilNadu,5772804,1034,2,8,Jewellery,271.81,42.9,46.5,20.41,64.47420534,105.2094786,102.1220925,43.26,35.13,7.27,2.25,21.8,33.15,22.74,42.03,30.95,6.4,3.36,23.46
Puduppatti,TamilNadu,5772804,1034,2,8,Furniture,76.57,28.43,14.5,0.25,18.16174798,29.63647284,28.76678663,12.47,6.98,8.63,3.15,4.23,2.14,1.67,9.46,8.63,9.01,1.24,8.95
Puduppatti,TamilNadu,5772804,1034,2,8,Food Products,490.02,46.56,67.5,167.75,116.2351871,189.6734261,184.1074344,86.87,5.49,15.52,0.27,55.26,45.19,121.93,45.72,13.1,3.36,44.07,53.24
Puduppatti,TamilNadu,5772804,1034,2,8,Cameras & Accessories,10033.84,66.2,1441.5,2680.76,2380.097073,3883.859765,3769.887387,697.15,2154.74,1692.32,461.15,1.07,225.55,1903.72,896.81,740.93,228.43,183.53,848.44
Puduppatti,TamilNadu,5772804,1034,2,8,Pens & Stationery,168.44,36.76,35.5,15.93,39.95584556,65.20024024,63.28693058,14.15,5.27,6.08,17.62,1.19,15.06,8.87,2.51,33.66,18.26,18.13,27.65
Puduppatti,TamilNadu,5772804,1034,2,8,Mobiles & Accessories,126.33,35.61,30.5,5.68,29.96688417,48.90018018,47.46519793,27.68,8.29,14.78,3.88,9.86,1.44,22.78,6.23,14.21,4.24,11.91,1.01
Puduppatti,TamilNadu,5772804,1034,2,8,Kids Accessories,275.63,47.3,70,46.19,65.38229274,106.6913022,103.5604319,15.06,20.35,18.46,20.88,6.25,19.79,32.91,5.27,21.53,43.85,42.54,28.74
Puduppatti,TamilNadu,5772804,1034,2,8,Home Improvement,68.91,19.81,10,9.12,16.34557318,26.67282555,25.89010796,21.52,2.09,6.74,1.63,0.34,7.64,15.92,3.47,5.61,0.89,2.84,0.22
Puduppatti,TamilNadu,5772804,1034,2,8,Footwear,160.79,33.87,29,42.66,38.13967076,62.23659295,60.41025192,23.46,33.21,1.5,12.81,2.11,21.72,9.94,18.74,1.33,30.39,4.43,1.13
Puduppatti,TamilNadu,5772804,1034,2,8,Home Lighting,1297.78,63.44,328.5,133.73,307.8416283,502.3382146,487.5970333,82.46,91.54,73.4,21.01,197.12,16.31,250.14,23.96,15.32,198.19,171.38,156.96
Puduppatti,TamilNadu,5772804,1034,2,8,"Bags, Wallets & Belts",597.21,50.53,122,140.87,141.6616343,231.1644881,224.3809357,7.62,127.85,17.7,33.88,42.39,47.7,12.7,42.77,25.38,143.53,91.03,4.66
Puduppatti,TamilNadu,5772804,1034,2,8,Health Care,757.99,53.25,160,145.28,179.801305,293.4010811,284.7911876,134.38,99.4,64.69,3.54,63.14,48.43,59.26,114.35,39.39,71.79,23.79,35.83
Puduppatti,TamilNadu,5772804,1034,2,8,Baby Care,3142.99,68.96,771.5,150.08,745.5397547,1216.57721,1180.876591,255.54,153.08,45.12,301.96,67.62,330.85,32.28,793.33,19.47,335.79,108.85,699.11
Puduppatti,TamilNadu,5772804,1034,2,8,Wearable Smart Devices,19.14,9.57,4,0.57,4.540436996,7.409118209,7.191696657,0.36,0.16,0.16,0.3,1.89,2.2,0.28,3.35,1.09,2.47,3.69,3.2
Puduppatti,TamilNadu,5772804,1034,2,8,Home & Kitchen,581.89,46.18,111.5,40.67,138.0292847,225.2371936,218.6275784,18.19,73.36,44.35,64.12,0.44,29.12,113.92,33.28,57.48,13.94,8.32,125.36
Puduppatti,TamilNadu,5772804,1034,2,8,Automotive Accessories,15.31,9.54,2.5,2.99,3.632349596,5.927294567,5.753357325,2.82,0.28,0.39,2.27,0.72,0.25,0.15,0.62,1.25,3.73,0.77,2.06
Puduppatti,TamilNadu,5772804,1034,2,8,Books,379,41.18,54.5,63.51,89.90065251,146.7005405,142.3955938,71.45,0.31,11.58,24.71,50.15,3.46,40.97,36.05,60.85,4.53,69.17,5.77
Puduppatti,TamilNadu,5772804,1034,2,8,Health & Personal Care Appliances,1202.07,62.46,265,561.19,285.1394433,465.2926235,451.63855,87.37,251.35,27.97,175.8,64.48,16.89,1.95,271.82,163.58,14.28,37.71,88.86
Puduppatti,TamilNadu,5772804,1034,2,8,"Kitchen, Cookware & Serveware",80.39,22.35,18,18.23,19.06983538,31.11829648,30.20512596,2.42,9.35,1.77,5.13,11.23,0.94,11.66,5.45,3.05,10.04,5.29,14.06
Puduppatti,TamilNadu,5772804,1034,2,8,Pet Supplies,65.08,17.22,16.5,14.57,15.43748578,25.19100191,24.45176863,3.1,6.25,4.55,3.62,4.89,2.37,9.17,0.18,3.62,11.48,10.97,4.87
Puduppatti,TamilNadu,5772804,1034,2,8,Toys and Games,264.15,38.2,54,9.34,62.65803054,102.2458313,99.24541386,0.74,8.56,27.03,8.07,0.22,27.34,47.88,12.88,1.84,36.64,8.61,84.34
Puduppatti,TamilNadu,5772804,1034,2,8,Home Decor,8609.74,70,1664,3402.8,2042.288561,3332.62137,3234.825156,1336.5,480.43,737.87,104.37,185.36,1014.68,251.05,2650.57,140.54,192.67,1031.11,484.59
Puduppatti,TamilNadu,5772804,1034,2,8,Musical Instruments,1466.22,63.06,346.5,42.93,347.7974739,567.5384548,550.8839639,49.7,189.25,24.07,149.84,103.46,70.43,309.34,74.76,107.88,58.91,135.22,193.37
Puduppatti,TamilNadu,5772804,1034,2,8,Sports,88.05,23.52,21,22.72,20.88601018,34.08194376,33.08180462,9.3,16.56,5.45,1.33,12.57,1.54,18.4,8.43,6.12,0.13,4.58,3.64
Puduppatti,TamilNadu,5772804,1034,2,8,Building Materials and Supplies,118.68,32.02,28,22.92,28.15070937,45.9365329,44.58851927,13.56,16.41,5.04,2.53,5.51,15.07,31.93,3.56,8.11,0.99,11.07,4.89
Puduppatti,TamilNadu,5772804,1034,2,8,Computers,7782.83,67.92,1707.5,1533.93,1846.141682,3012.547464,2924.143861,591.56,166.22,121.59,579.85,1064.8,79.9,2053.19,412.43,228.73,229.79,1541.19,713.58
Puduppatti,TamilNadu,5772804,1034,2,8,Exercise & Fitness,49.77,12.66,8.5,16.79,11.80513619,19.26370734,18.69841131,10.37,0.36,4.83,0.86,5.28,0.84,4.42,1.83,3.78,8.67,3,5.54
Ranchi,Jharkhand,56366,920,2,8,Food Products,1454.29,66.06,472.5,501.93,292.0193792,534.5795271,627.6953162,178.85,51.93,148.79,123.58,15.76,3.88,30.79,108.71,249.64,238.55,229.96,73.84
Ranchi,Jharkhand,56366,920,2,8,Cameras & Accessories,259.23,45.95,87,15.01,52.05278172,95.28940001,111.8873938,40.17,39.32,19.78,25.58,5.37,1.31,63.78,2.04,18.87,27.21,3.77,12.03
Ranchi,Jharkhand,56366,920,2,8,"Bags, Wallets & Belts",886.92,61.22,427,499.83,178.0925362,326.021595,382.8096996,128.83,88.59,94.46,12,35.86,35.77,28.04,283.51,48.65,22.61,7.47,101.14
Ranchi,Jharkhand,56366,920,2,8,Jewellery,58.69,24.21,23.5,21.76,11.78553548,21.57495849,25.33299482,3.78,4.3,8.56,0.86,0.02,2.34,14.87,1.26,8.56,0.63,3.03,10.46
Ranchi,Jharkhand,56366,920,2,8,Home Cleaning & Bathroom Accessories,104.34,31.61,42,109.39,20.95206308,38.35548176,45.03643524,1.02,16.76,6.58,3.51,2.55,8.31,30.38,7.36,2.92,4.37,3.96,16.62
Ranchi,Jharkhand,56366,920,2,8,Beauty and Grooming,288.58,42.78,146,147.97,57.94554946,106.0768793,124.5538912,15.56,1.83,23.73,0.16,12.1,21.96,12.14,55.7,7.23,49.49,79.62,9.07
Ranchi,Jharkhand,56366,920,2,8,Musical Instruments,242.93,37.83,134.5,98.06,48.77902186,89.29635598,104.8504508,35.75,28.5,10.03,16.61,4.04,18.1,45.81,42.76,14.81,1.46,17.35,7.7
Ranchi,Jharkhand,56366,920,2,8,Furniture,309.77,45.07,137.5,195.57,62.20143727,113.8678365,133.7019171,10.47,18.7,8.77,8.8,9.49,35.14,20.61,0.29,81.51,31.3,45.64,39.06
Ranchi,Jharkhand,56366,920,2,8,Home & Kitchen,19.56,6.08,8.5,9.56,3.928511828,7.191652831,8.444331608,1.02,1.51,0.2,0.36,0.32,3.05,5.03,0.56,1.97,0.89,1.91,2.74
Ranchi,Jharkhand,56366,920,2,8,Sports,26.09,4.73,14.5,15.89,5.23801577,9.588870441,11.25910881,2.43,1.57,0.59,1.9,0.05,2.69,4.45,0.15,2.75,3.91,4.49,1.1
Ranchi,Jharkhand,56366,920,2,8,Toys and Games,220.1,37.33,105.5,118.77,44.19575806,80.90609435,94.99873059,35.6,24.55,23.05,8.23,5.61,7.3,17.44,59.87,8.2,9.5,11.4,9.35
Ranchi,Jharkhand,56366,920,2,8,Clothing and Accessories,3650.41,63.13,1824.5,2371.62,732.9948319,1341.842557,1575.571539,4.66,481.43,57.39,237.05,14.05,424.52,158.61,602.41,38.18,776.37,395.43,460.33
Ranchi,Jharkhand,56366,920,2,8,Festive Decor & Gifting,58.69,16.94,32,28.02,11.78553548,21.57495849,25.33299482,6.94,6.83,4.33,2.12,0.55,4.79,3.41,2.31,13.46,6.15,2.03,5.77
Ranchi,Jharkhand,56366,920,2,8,Home Decor,14.67,7.48,6.5,1.3,2.946383871,5.393739623,6.333248706,2.65,2.3,0.88,0.19,1.64,0.24,2.43,2.91,0.62,0.38,0.31,0.13
Ranchi,Jharkhand,56366,920,2,8,Pens & Stationery,27.72,10.3,13.5,3.61,5.565391756,10.18817484,11.96280311,3.01,3.35,0.27,1.61,3.61,0.07,2.09,5.44,2.35,2.08,3.77,0.05
Ranchi,Jharkhand,56366,920,2,8,Health & Personal Care Appliances,13.04,0,6.5,10.42,2.619007885,4.79443522,5.629554405,0.32,3.26,0.17,2.27,0.15,0.03,2.47,1.62,1.31,0.23,1.05,0.16
Ranchi,Jharkhand,56366,920,2,8,Watches,26.09,8.02,14.5,5.46,5.23801577,9.588870441,11.25910881,6.39,1.89,1.92,2.41,0.57,0.33,4.64,4.04,2.38,0.2,0.43,0.88
Ranchi,Jharkhand,56366,920,2,8,Audio & Video,24.46,11.3,9,12.21,4.910639785,8.989566038,10.55541451,5.05,0.61,3.01,0.57,0.91,0.43,3.03,4.65,1.86,1.02,0.33,3
Ranchi,Jharkhand,56366,920,2,8,Computers,52.17,17.83,26.5,57.62,10.47603154,19.17774088,22.51821762,2.12,5.01,2.73,5.55,1.8,0.4,9.71,2.66,3.24,6.91,0.96,11.08
Ranchi,Jharkhand,56366,920,2,8,Books,239.67,37.9,81.5,103.32,48.12426989,88.09774718,103.4430622,39.57,5.19,5.96,12.18,16.31,13.68,57.11,23.2,6.76,16.38,28.81,14.54
Ranchi,Jharkhand,56366,920,2,8,Home Lighting,30.98,8.45,18,1.15,6.220143727,11.38678365,13.37019171,3.87,4.1,0.58,0.96,4.03,0.65,0.13,11.9,0.19,1.15,1.41,2.01
Ranchi,Jharkhand,56366,920,2,8,Health Care,324.44,39.57,161,12.31,65.14782114,119.2615761,140.0351658,36.42,46.83,5.6,10.98,25.81,22.76,16.57,27.71,6.03,89.73,23.68,12.34
Ranchi,Jharkhand,56366,920,2,8,Kids Accessories,3.26,2.13,1.5,0.93,0.654751971,1.198608805,1.407388601,0.19,0.09,0.1,0.39,0.12,0.05,0.28,0.32,0.71,0.09,0.4,0.52
Ranchi,Jharkhand,56366,920,2,8,Baby Care,883.66,58.42,509,546.67,177.4377842,324.8229862,381.402311,213.2,59.61,62.47,18.57,63.41,32.98,113.9,32.38,135,100.13,0.22,51.8
Ranchi,Jharkhand,56366,920,2,8,Mobiles & Accessories,249.45,37.46,141.5,244.51,50.0885258,91.69357359,107.665228,22.19,53.39,9.32,25.32,7.42,8.02,84.66,16.4,5.6,1,0.26,15.85
Ranchi,Jharkhand,56366,920,2,8,Exercise & Fitness,39.13,15.62,15.5,23.03,7.857023655,14.38330566,16.88866322,0.36,1.97,2.6,0.53,3.61,1.12,3.9,0.22,12.57,0.2,7.28,4.78
Ranchi,Jharkhand,56366,920,2,8,Wearable Smart Devices,658.67,55.11,345,333.17,132.2598982,242.1189786,284.2924975,45.39,103.59,43.5,35.09,32.72,20.95,30.14,86.79,41.17,126.2,80.29,12.85
Ranchi,Jharkhand,56366,920,2,8,Home Furnishing,22.83,8.87,12,19.15,4.583263799,8.390261636,9.851720209,1.5,1.74,1.64,1.83,0.43,0.68,6.54,0.99,2.01,0.3,2.5,2.65
Ranchi,Jharkhand,56366,920,2,8,"Kitchen, Cookware & Serveware",78.26,25.41,41.5,27.63,15.71404731,28.76661132,33.77732643,2.79,17.82,5.27,1.12,4.23,5.09,4.92,9.76,13.43,5.66,1.81,6.34
Ranchi,Jharkhand,56366,920,2,8,Footwear,9.78,0,4,10.94,1.964255914,3.595826415,4.222165804,0.21,0.44,0.26,0.77,0.45,0.48,0.23,0.72,1.01,2.27,0.19,2.76
Ranchi,Jharkhand,56366,920,2,8,Home Improvement,47.28,15.77,16.5,12.19,9.493903584,17.37982767,20.40713472,2.13,8.51,1.23,0.48,7.32,0.46,4.85,0.49,3.54,11.53,3.21,3.53
Ranchi,Jharkhand,56366,920,2,8,Building Materials and Supplies,259.23,36.92,143.5,161.93,52.05278172,95.28940001,111.8873938,2.02,20.03,21.98,1.32,27.9,0.84,7.67,11.43,87.23,5.55,54.95,18.28
Ranchi,Jharkhand,56366,920,2,8,Automotive Accessories,14.67,3.84,6,0.15,2.946383871,5.393739623,6.333248706,0.19,1.16,0.36,0,1.07,1.51,0.96,1.32,0.39,3.67,3.64,0.4
Ranchi,Jharkhand,56366,920,2,8,Pet Supplies,19.56,10.13,11.5,16.97,3.928511828,7.191652831,8.444331608,3.13,0.56,1.7,0.17,0.2,1.87,0.24,0.28,3.25,4.67,0.69,2.8
Karnal,Haryana,1660378,892,2,8,Building Materials and Supplies,107.41,31.34,34,45.87,0.559776944,71.71928862,35.12642374,35.01,2.35,0.04,0.37,0.01,0.15,14.43,9.74,1.64,9.31,15.52,18.85
Karnal,Haryana,1660378,892,2,8,Exercise & Fitness,537.03,48.5,126,19.53,2.798884721,358.5964431,175.6321187,178.11,53.22,1.06,0.77,0.23,0.74,65.78,24.13,21.94,63.78,76.82,50.44
Karnal,Haryana,1660378,892,2,8,Toys and Games,5.65,0.98,1.5,2.66,0.029461944,3.774699401,1.848759144,1.4,0.53,0.01,0,0.01,0.01,1.55,0.08,0.14,0.08,1.08,0.76
Karnal,Haryana,1660378,892,2,8,Clothing and Accessories,5101.76,70,1471,2222.82,26.58940485,3406.666209,1668.505128,119.42,1480.35,0.46,5.07,20.22,0.84,103.55,488.43,421.36,655.17,24,1782.9
Karnal,Haryana,1660378,892,2,8,Kids Accessories,763.14,59.08,263,236.02,3.977362498,509.5844191,249.5824845,66.87,66.5,0.07,1.49,0.03,2.39,15.29,177.79,1.9,54.61,313.6,62.62
Karnal,Haryana,1660378,892,2,8,"Kitchen, Cookware & Serveware",1020.35,54.64,312,24.17,5.317880969,681.3332419,333.7010255,218.19,153.08,0.07,4.03,0.66,0.56,141.66,114.58,41.35,36.11,112.46,197.6
Karnal,Haryana,1660378,892,2,8,Audio & Video,31.09,14.2,6.5,8.31,0.162040694,20.76084671,10.16817529,1.98,10.37,0.02,0.02,0.12,0.01,6.91,0.49,0.6,2.17,3.1,5.31
Karnal,Haryana,1660378,892,2,8,Home Improvement,110.23,33.75,22,26.95,0.574507916,73.60663832,36.05080331,0.29,36.69,0.12,0.12,0.25,0.08,6.52,11.24,11.62,6.66,18.2,18.43
Karnal,Haryana,1660378,892,2,8,Wearable Smart Devices,14.13,5.22,4,1.05,0.073654861,9.436748503,4.621897861,4.46,3.16,0.03,0.01,0.01,0.02,3.47,0.03,0.01,1.12,0.7,1.12
Karnal,Haryana,1660378,892,2,8,Home & Kitchen,81.97,21.19,21,6.99,0.427198194,54.73314131,26.80700759,5.78,3.24,0.33,0.04,0.02,0.04,4.34,1.3,15.06,6.11,32.76,12.96
Karnal,Haryana,1660378,892,2,8,Health & Personal Care Appliances,319.39,39.98,95,166.15,1.66459986,213.2705162,104.4548917,33.34,66.64,0.77,0.14,0.25,0.5,19.84,36.14,20.92,27.56,12.55,100.74
Karnal,Haryana,1660378,892,2,8,"Bags, Wallets & Belts",14.13,5.42,3.5,4.02,0.073654861,9.436748503,4.621897861,1.47,3.02,0.02,0.02,0.01,0.03,1.63,1.46,0.49,1.05,3.73,1.22
Karnal,Haryana,1660378,892,2,8,Computers,45.22,13.1,13,27.67,0.235695555,30.19759521,14.79007315,1.68,2.22,0.12,0.1,0.02,0,3.24,4.29,0.55,6.72,7.68,18.62
Karnal,Haryana,1660378,892,2,8,Mobiles & Accessories,500.28,50.81,163.5,26.29,2.607382082,334.060897,163.6151843,32.53,37.33,2.23,0.17,0.18,0.03,3.1,14.25,0.61,145.66,65.88,198.32
Karnal,Haryana,1660378,892,2,8,Footwear,42.4,12.64,10,21.5,0.220964583,28.31024551,13.86569358,16.46,8.34,0.11,0.03,0.06,0.02,3.2,0.8,7.4,2.47,2.65,0.86
Karnal,Haryana,1660378,892,2,8,Home Furnishing,265.69,38.32,82.5,34.52,1.384711388,177.4108718,86.89167978,22.05,85.92,0.1,0.08,0.47,0.73,3.91,4.67,51.3,27.02,8.86,60.59
Karnal,Haryana,1660378,892,2,8,Pet Supplies,175.24,31.46,60.5,13.23,0.913320277,117.0156814,57.31153347,31.59,14.99,0.02,0.58,0.08,0.23,12.38,18.57,6.39,19.98,11.61,58.82
Karnal,Haryana,1660378,892,2,8,Health Care,1531.94,63.01,439,536.19,7.98418694,1022.943538,501.0137281,279.06,11.41,1.49,0.27,3.47,2.75,46.82,193.91,216.21,44.07,209.67,522.8
Karnal,Haryana,1660378,892,2,8,Beauty and Grooming,110.23,28.86,32,62.16,0.574507916,73.60663832,36.05080331,22.94,12.61,0.17,0.07,0.28,0.05,18.79,8.49,3.37,5.41,3.65,34.4
Karnal,Haryana,1660378,892,2,8,Festive Decor & Gifting,5.65,2.17,1.5,1.61,0.029461944,3.774699401,1.848759144,0.11,1.52,0.01,0,0.01,0.01,0.09,0.28,0.49,0.99,2.14,0.01
Karnal,Haryana,1660378,892,2,8,Automotive Accessories,149.8,29.05,36,50.83,0.780741527,100.0295341,48.99211732,2.78,43.31,0.07,0.5,0.14,0.07,2.36,12.14,18.96,15.53,9.38,44.55
Karnal,Haryana,1660378,892,2,8,Musical Instruments,771.62,51.6,247,137.65,4.021555414,515.2464682,252.3556232,8.78,396.72,1.61,0.23,1.07,1.11,63.74,163.44,15.61,9.57,101.48,8.27
Karnal,Haryana,1660378,892,2,8,Jewellery,1577.16,63.54,368,499.52,8.219882495,1053.141133,515.8038013,190.35,418.62,3.27,1.83,0.16,2.95,51.32,140.93,186.59,136.97,422.4,21.77
Karnal,Haryana,1660378,892,2,8,Home Cleaning & Bathroom Accessories,777.28,57.33,181.5,249.97,4.051017359,519.0211676,254.2043823,177.79,165.47,0.74,2.73,0.17,0.41,18.19,125.35,109.92,0.75,168.91,6.85
Karnal,Haryana,1660378,892,2,8,Books,1139.06,55.91,223.5,33.17,5.936581802,760.6019293,372.5249676,261.12,281.63,0.22,1.78,0.43,3.5,84.93,70.57,9.91,207.11,60.07,157.78
Karnal,Haryana,1660378,892,2,8,Food Products,203.51,39.17,38,43.61,1.060629999,135.8891784,66.5553292,27.66,64.31,0.15,0.69,0.16,0.07,1.07,20.83,5.58,39.08,21.67,22.24
Karnal,Haryana,1660378,892,2,8,Home Decor,19.79,4.14,5,10.45,0.103116806,13.2114479,6.470657005,8.24,4.17,0.04,0.04,0.01,0.01,3.2,3.08,0.19,0.01,0.26,0.53
Karnal,Haryana,1660378,892,2,8,Baby Care,31.09,7.75,10,2.11,0.162040694,20.76084671,10.16817529,0.84,6.16,0.06,0.04,0.04,0.03,1.45,7.66,0.81,0.24,12.31,1.45
Karnal,Haryana,1660378,892,2,8,Pens & Stationery,963.82,57.96,276,198.48,5.023261525,643.5862479,315.2134341,203.37,159.91,1.54,1.71,1.75,0.03,37.26,140.65,69.23,68.07,16.73,263.57
Karnal,Haryana,1660378,892,2,8,Sports,3810.07,65.18,1240,2313.53,19.85735054,2544.147396,1246.063663,141.15,191.64,2.73,9.37,6.5,1.25,336.85,102.74,658.33,148.14,1016.45,1194.91
Karnal,Haryana,1660378,892,2,8,Watches,1042.96,56.7,339,411.67,5.435728747,696.4320395,341.0960621,342.35,134.72,1.09,0.73,2.64,0.97,14.05,73.61,58.57,194.86,218.89,0.47
Karnal,Haryana,1660378,892,2,8,Cameras & Accessories,11.31,0.19,2,1.56,0.058923889,7.549398802,3.697518289,1.71,0.86,0.02,0.01,0.01,0.03,0.08,0.45,2.58,0.58,2.71,2.28
Karnal,Haryana,1660378,892,2,8,Furniture,720.75,51.85,184.5,249.93,3.756397915,481.2741736,235.7167909,70.65,172.62,0,3.1,0.23,0.43,41.13,91.1,58.11,45.37,44.73,193.27
Karnal,Haryana,1660378,892,2,8,Home Lighting,19.79,2.76,6.5,5.34,0.103116806,13.2114479,6.470657005,8.55,1.43,0.01,0.01,0.01,0.06,1.11,1.02,0.99,3.34,0.51,2.71
Jalalpur,Uttarakhand,1506323,890,2,8,Pet Supplies,24.78,12.51,5.5,9.43,5.931912569,10.55960845,8.286664986,3.78,0.02,1.04,1.05,3.85,0,3.05,1.26,0.85,3.12,2.59,4.17
Jalalpur,Uttarakhand,1506323,890,2,8,Audio & Video,16.52,1.49,2,2.19,3.954608379,7.039738964,5.524443324,1.84,1.57,2.62,0.29,0.17,0.88,1.71,1.8,0.53,1.48,0.57,3.06
Jalalpur,Uttarakhand,1506323,890,2,8,Footwear,433.62,48.02,72.5,144.31,103.80847,184.7931478,145.0166373,62.13,73.18,27.95,53.67,0.81,21.38,84.29,30.05,1.4,29.27,27.58,21.9
Jalalpur,Uttarakhand,1506323,890,2,8,Kids Accessories,136.28,29.4,32,24.91,32.62551913,58.07784646,45.57665742,32.77,21.92,14.41,13.44,4.29,0.48,18.38,4.15,14.61,8.43,2.93,0.46
Jalalpur,Uttarakhand,1506323,890,2,8,Automotive Accessories,111.5,31.93,18,28.86,26.69360656,47.51823801,37.28999244,5.33,8.48,8.51,6.03,2.7,9.46,11.61,8.54,4.33,12.81,8.8,24.91
Jalalpur,Uttarakhand,1506323,890,2,8,Home Decor,37.17,13.33,6.5,10.33,8.897868853,15.83941267,12.42999748,3.05,2.61,4.24,2.86,0.91,0.88,0.4,8.05,3.53,0.45,8.37,1.81
Jalalpur,Uttarakhand,1506323,890,2,8,Home Furnishing,165.19,35.17,35,48.98,39.54608379,70.39738964,55.24443324,26.73,21.9,4.91,13.27,17.21,4.15,3.02,25.77,13.09,13.37,0.56,21.2
Jalalpur,Uttarakhand,1506323,890,2,8,"Bags, Wallets & Belts",12.39,0,2,0.42,2.965956284,5.279804223,4.143332493,1.46,1.45,0.98,0.58,0.03,1.38,3.22,0.73,0.16,0.03,0.36,2.01
Jalalpur,Uttarakhand,1506323,890,2,8,"Kitchen, Cookware & Serveware",7429.33,65.35,1556,1223.11,1778.585119,3166.122599,2484.618385,1541.2,129.77,46.86,43.36,620.69,1067.66,1299.5,18.54,617.83,548.76,748.21,746.94
Jalalpur,Uttarakhand,1506323,890,2,8,Clothing and Accessories,99.11,30.13,19.5,16.33,23.72765028,42.23843379,33.14665994,3.86,24.71,3.99,6.67,7.65,5.41,10.9,8.31,13.26,0.69,5.64,8.03
Jalalpur,Uttarakhand,1506323,890,2,8,Exercise & Fitness,194.1,37.28,31,77.67,46.46664846,82.71693283,64.91220906,0.27,28.41,1.2,7.05,12.81,25.41,6.52,29.17,16.18,13.04,10.55,43.49
Jalalpur,Uttarakhand,1506323,890,2,8,Home & Kitchen,94.98,31.53,16.5,25.44,22.73899818,40.47849905,31.76554911,16.21,2.31,5.84,0.73,12.46,3.71,3.76,6.46,1.87,19.67,7.7,14.26
Jalalpur,Uttarakhand,1506323,890,2,8,Books,37.17,12.79,4.5,1,8.897868853,15.83941267,12.42999748,1.87,4.21,1.34,3.66,3.08,0.82,7.11,2.12,3.15,0.05,6.23,3.52
Jalalpur,Uttarakhand,1506323,890,2,8,Wearable Smart Devices,189.97,34.95,39,36.89,45.47799636,80.95699809,63.53109823,5.82,11.28,6.15,0.31,37.66,1.36,6.58,17.81,13.47,25.67,59.25,4.61
Jalalpur,Uttarakhand,1506323,890,2,8,Beauty and Grooming,2597.58,64.91,518.5,299.74,621.8621676,1106.998952,868.7187127,144.61,737.24,412.13,130.91,20.28,58.54,251.98,331.89,105.06,179.79,178.76,46.39
Jalalpur,Uttarakhand,1506323,890,2,8,Musical Instruments,768.12,50.14,168,19.74,183.8892896,327.3478618,256.8866146,269.18,15.75,22.59,82.41,23.61,55.27,202.73,12.44,10.81,30.91,13.46,28.95
Jalalpur,Uttarakhand,1506323,890,2,8,Cameras & Accessories,70.2,22.65,9,5.87,16.80708561,29.9188906,23.47888413,15.96,6.58,9.36,6.45,0.92,0.07,8.31,1.84,11.9,1.43,5.92,1.46
Jalalpur,Uttarakhand,1506323,890,2,8,Pens & Stationery,61.95,20.28,12,16.33,14.82978142,26.39902112,20.71666247,3.89,1.21,8.52,2.23,3.1,0.98,11.77,3.32,4.52,1.12,13.4,7.9
Jalalpur,Uttarakhand,1506323,890,2,8,Baby Care,37.17,13.56,8,7.52,8.897868853,15.83941267,12.42999748,2.46,9.37,5.28,1.6,0.5,1.53,0.79,8.24,1.65,1.75,3.98,0.03
Jalalpur,Uttarakhand,1506323,890,2,8,Home Lighting,173.45,32.77,40.5,2.89,41.52338798,73.91725913,58.0066549,5.33,40.16,8.5,0.19,6.14,26.69,0.14,11.42,26.24,20.21,26.43,1.99
Jalalpur,Uttarakhand,1506323,890,2,8,Festive Decor & Gifting,289.08,38.73,63,35.95,69.20564664,123.1954319,96.67775817,52.76,16.47,9.71,38.01,11.06,10.42,42.1,40.06,1.51,13.01,36.54,17.43
Jalalpur,Uttarakhand,1506323,890,2,8,Sports,45.43,20.59,10,1.64,10.87517304,19.35928215,15.19221914,3.12,1.19,0.53,0.35,8.6,1.39,0.36,7.63,6.9,0.3,9.85,5.2
Jalalpur,Uttarakhand,1506323,890,2,8,Home Cleaning & Bathroom Accessories,41.3,16.16,6.5,4.16,9.886520948,17.59934741,13.81110831,8.43,0.69,6.91,1.8,0.01,1.16,3.45,1.27,4.4,4.69,5.94,2.54
